chunk_id,document_id,order_index,page,end_page,section,text_len,text
74040f5628748874779838fa7a292b09:52,74040f5628748874779838fa7a292b09,52,53,,,315,"Chương 1 Tổng quan về Hệ Điều Hành 4. Tính chất cơ bản của Hệ điều hành Độ tin cậy cao lMọi hoạt động, thông báo của HĐH phải chuẩn xác lCung cấp thông tin chỉ khi chắc chắn đúng lKhi gặp lỗi: thông báo và ngừng xử lý hoặc trao quyền quyết định cho người dùng lCần có hỗ trợ từ thiết bị lVí dụ: C:/>COPY C:/F.TXT A:"
74040f5628748874779838fa7a292b09:53,74040f5628748874779838fa7a292b09,53,54,,,393,"Chương 1 Tổng quan về Hệ Điều Hành 4. Tính chất cơ bản của Hệ điều hành Độ tin cậy cao lVí dụ: C:/>COPY C:/F.TXT A: lKiểm tra cú pháp của lệnh copy lKiểm tra I/Ocard (động cơ, khả năng truy nhập ổ) lKiểm tra sự tồn tại của file F.TXT trên C lKiểm tra ổ đĩa A lKiểm tra tồn tại file F.TXT trên A Có đủ chỗ trống trên A lĐĩa bị bảo vệ chống ghi lKiểm tra thông tin ghi vào (nếu có yêu cầu) l...."
74040f5628748874779838fa7a292b09:54,74040f5628748874779838fa7a292b09,54,55,,,178,Chương 1 Tổng quan về Hệ Điều Hành 4. Tính chất cơ bản của Hệ điều hành Tính chất cơ bản của Hệ điều hành lĐộ tin cậy cao lAn toàn lHiệu quả lTổng quát theo thời gian lThuận tiện
74040f5628748874779838fa7a292b09:55,74040f5628748874779838fa7a292b09,55,56,,,352,Chương 1 Tổng quan về Hệ Điều Hành 4. Tính chất cơ bản của Hệ điều hành An toàn lDữ liệu và chương trình phải được bảo vệ lKhông bị thay đổi ngoài ý muốn và trong mọi chế độ làm việc lHạn chế truy nhập bất hợp pháp lCác tài nguyên khác nhau có yêu cầu bảo vệ khác nhau lBảo vệ nhiều mức với nhiều công cụ khác nhau lQuan trọng với hệ điều hành đa nhiệm
74040f5628748874779838fa7a292b09:56,74040f5628748874779838fa7a292b09,56,57,,,178,Chương 1 Tổng quan về Hệ Điều Hành 4. Tính chất cơ bản của Hệ điều hành Tính chất cơ bản của Hệ điều hành lĐộ tin cậy cao lAn toàn lHiệu quả lTổng quát theo thời gian lThuận tiện
74040f5628748874779838fa7a292b09:57,74040f5628748874779838fa7a292b09,57,58,,,310,Chương 1 Tổng quan về Hệ Điều Hành 4. Tính chất cơ bản của Hệ điều hành Hiệu quả lCác tài nguyên phải được khai thác triệt để; lTài nguyên hạn chế vẫn giải quyết được những yêu cầu phức tạp. lHệ thống cần phải duy trì được tính đồng bộ; lCác thiết bị tốc độ chậm không ảnh hưởng tới hoạt động của toàn hệ thống
74040f5628748874779838fa7a292b09:58,74040f5628748874779838fa7a292b09,58,59,,,178,Chương 1 Tổng quan về Hệ Điều Hành 4. Tính chất cơ bản của Hệ điều hành Tính chất cơ bản của Hệ điều hành lĐộ tin cậy cao lAn toàn lHiệu quả lTổng quát theo thời gian lThuận tiện
74040f5628748874779838fa7a292b09:59,74040f5628748874779838fa7a292b09,59,60,,,388,"Chương 1 Tổng quan về Hệ Điều Hành 4. Tính chất cơ bản của Hệ điều hành Tổng quát lHệ thống phải có tính kế thừa. lCác thao tác, thông báo không được thay đổi lNếu thay đổi: thông báo và hướng dẫn cụ thể (chkdsk/scandisk) lĐảm bảo tính kế thừa duy trì và phát triển người sử dụng lHệ thống cần phải có khả năng thích nghi với những thay đổi có thể xảy ra l Ví dụ: Vấn đề Y2K; FAT 12/16/32"
74040f5628748874779838fa7a292b09:60,74040f5628748874779838fa7a292b09,60,61,,,178,Chương 1 Tổng quan về Hệ Điều Hành 4. Tính chất cơ bản của Hệ điều hành Tính chất cơ bản của Hệ điều hành lĐộ tin cậy cao lAn toàn lHiệu quả lTổng quát theo thời gian lThuận tiện
74040f5628748874779838fa7a292b09:61,74040f5628748874779838fa7a292b09,61,62,,,160,Chương 1 Tổng quan về Hệ Điều Hành 4. Tính chất cơ bản của Hệ điều hành Thuận tiện lDễ sử dụng lNhiều mức với hiệu quả khác nhau lCó hệ thống trợ giúp phong phú
74040f5628748874779838fa7a292b09:62,74040f5628748874779838fa7a292b09,62,63,,,258,① Khái niệm Hệ điều hành ② Lịch sử phát triển Hệ điều hành ③ Định nghĩa và phân loại Hệ điều hành ④ Tính chất cơ bản của Hệ điều hành ⑤ Các khái niệm trong hệ điều hành ⑥ Cấu trúc hệ điều hành ⑦ Vấn đề xây dựng Hệ điều hành Chương 1 Tổng quan về Hệ Điều Hành
74040f5628748874779838fa7a292b09:63,74040f5628748874779838fa7a292b09,63,64,,,201,Chương 1 Tổng quan về Hệ Điều Hành 5. Các khái niệm trong Hệ điều hành Các khái niệm trong Hệ điều hành lTiến trình và luồng lTài nguyên hệ thống lBộ xử lý lệnh (Shell) lLời gọi hệ thống (System calls)
74040f5628748874779838fa7a292b09:64,74040f5628748874779838fa7a292b09,64,65,,,504,"Chương 1 Tổng quan về Hệ Điều Hành 5. Các khái niệm trong Hệ điều hành 5.1. Tiến trình và luồng Tiến trình l Tiến trình (tt): một chương trình đang thực hiện lMã lệnh chương trình có thể thực thi lDữ liệu của chương trình lNgăn xếp, con trỏ ngăn xếp, các thanh ghi lCác thông tin cần thiết cho việc thực thi chương trình l Tiến trình >< chương trình l Chương trình: thực thể thụ động, chứa đựng các chỉ thị điều khiển máy tính thực hiện một nhiệm vụ nào đó l Tiến trình: trạng thái động của chương trình."
74040f5628748874779838fa7a292b09:65,74040f5628748874779838fa7a292b09,65,66,,,522,"Chương 1 Tổng quan về Hệ Điều Hành 5. Các khái niệm trong Hệ điều hành 5.1. Tiến trình và luồng Hệ thống đa tiến trình phân chia thời gian: lHĐH theo chu kỳ :dừng một tiến trình để bắt đầu một tt khác lCần lưu thông tin các tt ⇒ Bảng tiến trình (process table) lMột tiến trình có thể khởi tạo tiến trình khác lShell của HĐH kích hoạt một tiến trình thực hiện lệnh; thực hiện xong, hủy tiến trình mới được kích hoạt lCác tiến trình có thể trao đổi thông tin với nhau l Một tiến trình có thế bao gồm nhiều luồng (tiểu trình)"
74040f5628748874779838fa7a292b09:66,74040f5628748874779838fa7a292b09,66,67,,,447,"Chương 1 Tổng quan về Hệ Điều Hành 5. Các khái niệm trong Hệ điều hành 5.1. Tiến trình và luồng Luồng (Tiểu trình - Thread) lLuồng: chuỗi (luồng) lệnh được thực hiện trong tiến trình lMã thực thi, dữ liệu lCon trỏ lệnh, ngăn xếp, tập thanh ghi riêng lTiến trình chỉ chứa một luồng (Heavyweight Process) lTiến trình gồm nhiều luồng (Lightweight process) lMô hình đa luồng (Multi_Threading): lCác luồng h/động song song, chia sẻ biến toàn cục của tt"
74040f5628748874779838fa7a292b09:67,74040f5628748874779838fa7a292b09,67,68,,,70,Chương 1 Tổng quan về Hệ Điều Hành 5. Các khái niệm trong Hệ điều hành
74040f5628748874779838fa7a292b09:68,74040f5628748874779838fa7a292b09,68,69,,,201,Chương 1 Tổng quan về Hệ Điều Hành 5. Các khái niệm trong Hệ điều hành Các khái niệm trong Hệ điều hành lTiến trình và luồng lTài nguyên hệ thống lBộ xử lý lệnh (Shell) lLời gọi hệ thống (System calls)
74040f5628748874779838fa7a292b09:69,74040f5628748874779838fa7a292b09,69,70,,,929,"Chương 1 Tổng quan về Hệ Điều Hành 5. Các khái niệm trong Hệ điều hành 5.2 Tài nguyên hệ thống Định nghĩa l Tài nguyên hệ thống là tất cả những gì cần thiết để cho một tiến trình có thể thực hiện được l Không gian: không gian lưu trữ của hệ thống l Thời gian: Thời gian thực hiện lệnh/truy xuất dữ liệu l Tài nguyên hệ thống l Bộ nhớ l Đặc trưng: dung lượng và thời gian truy cập trực tiếp, tuần tự l Phân cấp: bộ nhớ thực hiện/trong; mở rộng; ngoài l Phân biệt các khái niệm: bộ nhớ (vùng vật lý chứa dữ liệu) và truy cập tới bộ nhớ (quá trình tìm đến dữ liệu trên bộ nhớ) l Processor (VXL) l Quan trọng nhất của hệ thống l Được truy cập ở mức câu lệnh l Quan tâm đến thời gian xử lý. l Hệ thống nhiềuVXL thời gian của từng VXL được quản lý và phân phối độc lập l Thiết bị ngoại vi l Tiếp nhận, kết xuất thông tin (thiết bị vào ra) l Gắn với hệ thống bởi các thiết bị điều khiển l Xét chung thiết bị ngoại vi-thiết bị điều khiển"
74040f5628748874779838fa7a292b09:70,74040f5628748874779838fa7a292b09,70,71,,,627,Chương 1 Tổng quan về Hệ Điều Hành 5. Các khái niệm trong Hệ điều hành 5.2 Tài nguyên hệ thống Phân loại tài nguyên l Kiểu tài nguyên lTài nguyên vật lý: Các thiết bị vật lý lTài nguyên logic: biến nhớ; thiết bị ảo l Khả năng sử dụng chung lTài nguyên dùng chung được: tại một thời điểm nó có thể cấp phát cho nhiều tiến trình khác nhau. Ví dụ: Bộ nhớ lTài nguyên không dùng chung được nhưng phân chia được: Các tiến trình sử dụng tài nguyên theo nguyên tắc lần lượt Ví dụ: processor lTài nguyên không dùng chung được và không phân chia được : tại một thời điểm nó chỉ có thể cấp phát cho một tiến trình duy nhất. Ví dụ: Máy in
74040f5628748874779838fa7a292b09:71,74040f5628748874779838fa7a292b09,71,72,,,380,Chương 1 Tổng quan về Hệ Điều Hành 5. Các khái niệm trong Hệ điều hành 5.2 Tài nguyên hệ thống Tài nguyên ảo l Là loại tài nguyên cung cấp cho chương trình người sử dụng dưới dạng đã được biến đổi l Chỉ xuất hiện khi hệ thống cần tới nó hoặc khi hệ thống tạo ra nó l Tự động mất đi khi hệ thống kết thúc hay chính xác hơn là khi tiến trình gắn với nó đã kết thúc. Ví dụ: Máy in ảo
74040f5628748874779838fa7a292b09:72,74040f5628748874779838fa7a292b09,72,73,,,201,Chương 1 Tổng quan về Hệ Điều Hành 5. Các khái niệm trong Hệ điều hành Các khái niệm trong Hệ điều hành lTiến trình và luồng lTài nguyên hệ thống lBộ xử lý lệnh (Shell) lLời gọi hệ thống (System calls)
74040f5628748874779838fa7a292b09:73,74040f5628748874779838fa7a292b09,73,74,,,545,"Chương 1 Tổng quan về Hệ Điều Hành 5. Các khái niệm trong Hệ điều hành 5.3 Bộ xử lý lệnh l Tiến trình đặc biệt: nơi giao tiếp giữa người dùng và hệ điều hành l Nhiệm vụ lNhận lệnh của người sử dụng lPhân tích lệnh lPhát sinh tiến trình mới để thực hiện yêu cầu của lệnh l Nhận lệnh thông qua cơ chế dòng lệnh l Môi trường đơn nhiệm (MS-DOS): lShell sẽ chờ cho tới khi tiến trình này kết thúc mới có thể nhận lệnh mới l Trong môi trường đa nhiệm (UNIX, WINXP,. . .) Sau khi khởi tạo và đưa tiến trình mới vào hoạt động, Shell có thể nhận lệnh mới"
74040f5628748874779838fa7a292b09:74,74040f5628748874779838fa7a292b09,74,75,,,88,Chương 1 Tổng quan về Hệ Điều Hành 5. Các khái niệm trong Hệ điều hành 5.3 Bộ xử lý lệnh
74040f5628748874779838fa7a292b09:75,74040f5628748874779838fa7a292b09,75,76,,,201,Chương 1 Tổng quan về Hệ Điều Hành 5. Các khái niệm trong Hệ điều hành Các khái niệm trong Hệ điều hành lTiến trình và luồng lTài nguyên hệ thống lBộ xử lý lệnh (Shell) lLời gọi hệ thống (System calls)
74040f5628748874779838fa7a292b09:76,74040f5628748874779838fa7a292b09,76,77,,,777,"Chương 1 Tổng quan về Hệ Điều Hành 5. Các khái niệm trong Hệ điều hành 5.4 Lời gọi hệ thống l Tạo môi trường giao tiếp giữa chương trình của người sử dụng và hệ điều hành l Chương trình dùng các lời gọi hệ thống để yêu cầu các dịch vụ từ hệ điều hành l Tạo, xóa, sử dụng các dối tượng phần mềm khác nhau được vận hành bởi hệ điều hành l Mỗi lời gọi hệ thống ứng với một thư viện các chương trình con l Lời gọi hệ thống được thực hiện dưới dạng l Các câu lệnh trong các ngôn ngữ lập trình cấp thấp l Lệnh gọi ngắt trong hợp ngữ (Int) l Thủ tục gọi hàm API trong windows l Tham số cho các dịch vụ và kết quả trả về được đặt tại các vùng nhớ đặc biệt l Ví dụ, khi gọi ngắt, mã chức năng được đặt trong thanh ghi AH l Int 05 : in màn hình ; Int 13/AH=03h - DISK - WRITE DISK SECTOR"
74040f5628748874779838fa7a292b09:77,74040f5628748874779838fa7a292b09,77,78,,,97,Chương 1 Tổng quan về Hệ Điều Hành 5. Các khái niệm trong Hệ điều hành 5.4 Lời gọi hệ thống Ví dụ
74040f5628748874779838fa7a292b09:78,74040f5628748874779838fa7a292b09,78,79,,,258,① Khái niệm Hệ điều hành ② Lịch sử phát triển Hệ điều hành ③ Định nghĩa và phân loại Hệ điều hành ④ Tính chất cơ bản của Hệ điều hành ⑤ Các khái niệm trong hệ điều hành ⑥ Cấu trúc hệ điều hành ⑦ Vấn đề xây dựng Hệ điều hành Chương 1 Tổng quan về Hệ Điều Hành
74040f5628748874779838fa7a292b09:79,74040f5628748874779838fa7a292b09,79,80,,,151,Chương 1 Tổng quan về Hệ Điều Hành 6. Cấu trúc Hệ điều hành lCác thành phần của hệ thống lDịch vụ Hệ điều hành lLời gọi hệ thống lCác cấu trúc hệ thống
74040f5628748874779838fa7a292b09:80,74040f5628748874779838fa7a292b09,80,81,,,269,Chương 1 Tổng quan về Hệ Điều Hành 6. Cấu trúc Hệ điều hành 6.1 Các thành phần của hệ thống lQuản lý tiến trình lQuản lý bộ nhớ chính lQuản lý hệ thống vào ra lQuản lý file lQuản lý bộ nhớ lưu trữ lHệ thống trao đổi dữ liệu (mạng) lHệ thống bảo vệ lGiao diện người dùng
74040f5628748874779838fa7a292b09:81,74040f5628748874779838fa7a292b09,81,82,,,756,"Chương 1 Tổng quan về Hệ Điều Hành 6. Các khái niệm trong Hệ điều hành 6.1 Các thành phần của hệ thống l Tiến trình: Chương trình đang thực hiện l Tiến trình sử dụng tài nguyên của hệ thống để hoàn thành công việc l Tài nguyên được cấp khi tiến trình được khởi tạo hay khi đang thi hành l Tiến trình kết thúc, tài nguyên được trả về l Hệ thống có thể tồn tại nhiều tiến trình tại một thời điểm l Tiến trình hệ thống l Tiến trình người sử dụng l Nhiệm của hệ điều hành trong việc quản lý tiến trình l Tạo và hủy các tiến trình của người sử dụng và của hệ thống l Ngưng và thực hiện lại một tiến trình l Cung cấp cơ chế đồng bộ tiến trình l Cung cấp cách thông tin giữa các tiến trình l Cung cấp cơ chế kiểm soát bế tắc giữa các tiến trình Quản lý tiến trình"
74040f5628748874779838fa7a292b09:82,74040f5628748874779838fa7a292b09,82,83,,,821,"Chương 1 Tổng quan về Hệ Điều Hành 6. Các khái niệm trong Hệ điều hành 6.1 Các thành phần của hệ thống l Bộ nhớ chính là một mảng kiểu byte (word). Mỗi phần tử có địa chỉ. Đó là nơi lưu dữ liệu được CPU truy xuất l Một chương trình muốn thi hành trước hết phải được ánh xạ thành địa chỉ tuyệt đối và nạp vào bộ nhớ chính.Khi chương trình thi hành, hệ thống truy xuất các chỉ thị và dữ liệu của chương trình trong bộ nhớ chính. l Để tối ưu hóa quá trình hoạt động của CPU và tốc độ của máy tính, một số tiến trình được lưu giữ trong bộ nhớ l Vai trò của Hệ điều hành trong việc quản lý bộ nhớ chính lLưu giữ thông tin về các vị trí trong bộ nhớ đã được sử dụng và ai sử dụng lQuyết định tiến trình nào được nạp vào bộ nhớ chính, khi bộ nhớ đã có thể dùng được lCấp phát và thu hồi bộ nhớ khi cần thiết Quản lý bộ nhớ chính"
74040f5628748874779838fa7a292b09:83,74040f5628748874779838fa7a292b09,83,84,,,541,"Chương 1 Tổng quan về Hệ Điều Hành 6. Các khái niệm trong Hệ điều hành 6.1 Các thành phần của hệ thống l Mục đích: che dấu những đặc thù của các thiết bị phần cứng đối với người sử dụng thay vào đó làm cho người sử dụng dễ thao tác hơn l Quản lý hệ thống vào ra bao gồm lThành phần quản lý bộ nhớ gồm buffering, caching, spooling lGiao tiếp điều khiển thiết bị (device drivers) tổng quát. lBộ điều khiển cho các thiết bị phần cứng đặc biệt. Chỉ có device driver mới hiểu đến cấu trúc đặc thù của thiết bị mà nó mô tả. Quản lý hệ thống vào ra"
74040f5628748874779838fa7a292b09:84,74040f5628748874779838fa7a292b09,84,85,,,429,Chương 1 Tổng quan về Hệ Điều Hành 6. Các khái niệm trong Hệ điều hành 6.1 Các thành phần của hệ thống l Máy tính có thể lưu trữ thông tin trên nhiều loại thiết bị lưu trữ khác nhau l File (Tập tin)đơn vị lưu trữ cơ bản nhất l Nhiệm vụ của quản lý file lTạo/ xoá một tập tin/ thư mục. l Hỗ trợ các thao tác trên file và thư mục lÁnh xạ file trên hệ thống lưu trữ phụ. lBackup hệ thống file trên các thiết bị lưu trữ. Quản lý file
74040f5628748874779838fa7a292b09:85,74040f5628748874779838fa7a292b09,85,86,,,503,Chương 1 Tổng quan về Hệ Điều Hành 6. Các khái niệm trong Hệ điều hành 6.1 Các thành phần của hệ thống l Chương được lưu trữ trên bộ nhớ phụ (đĩa từ) cho tới khi nó được nạp vào trong bộ nhớ chính và thực hiện sử dụng đĩa để chứa dữ liệu và kết quả xử lý l Có thể sử dụng đĩa để chứa dữ liệu và kết quả xử lý tạm thời: bộ nhớ ảo l Vai trò của hệ điều hành trong việc quản lý đĩa lQuản lý vùng trống trên đĩa lCung cấp vùng lưu trữ theo yêu cầu lLập lịch cho truy nhâp đĩa hiệu quả Quản lý bộ nhớ lưu trữ
74040f5628748874779838fa7a292b09:86,74040f5628748874779838fa7a292b09,86,87,,,598,"Chương 1 Tổng quan về Hệ Điều Hành 6. Các khái niệm trong Hệ điều hành 6.1 Các thành phần của hệ thống l Hệ thống phân tán gồm tập các VXL (có thểkhông đồng nhất) không có đồng hồ và bộ nhớ chung. Mỗi VXL có bộ nhớ cục bộ riêng l Các VXL liên kết qua hệ thống mạng truyền thông l Truyền thông được thực hiện nhờ các giao thức (FTP, HTTP...) l Hệ phân tán cho phép người sử dụng truy nhập tới các tài nguyên khác nhau l Truy nhập tới tài nguyên dùng chung cho phép lTăng tốc độ tính toán lTăng khả năng sẵn sàng của dữ liệu lTăng độ tin cậy của hệ thống Hệ thống trao đổi dữ liệu (Hệ thống phân tán)"
74040f5628748874779838fa7a292b09:87,74040f5628748874779838fa7a292b09,87,88,,,497,"Chương 1 Tổng quan về Hệ Điều Hành 6. Các khái niệm trong Hệ điều hành 6.1 Các thành phần của hệ thống l Hệ thống nhiều người dùng đồng thời ⇒ Các tiến trình phải được bảo vệ từ các sự hoạt động của tiến trình khác l Bảo vệ là cơ chế kiểm soát truy nhập của chương trình, tiến trình hay người dùng tới hệ thống hoặc các tài nguyên người dùng l Cơ chế bảo vệ đòi hỏi lPhân biệt giữa sử dụng hợp pháp và không hợp pháp lXác lập các kiểm soát được áp đặt lCung cấp phương tiện ép buộc Bảo vệ hệ thống"
74040f5628748874779838fa7a292b09:88,74040f5628748874779838fa7a292b09,88,89,,,476,"Chương 1 Tổng quan về Hệ Điều Hành 6. Các khái niệm trong Hệ điều hành 6.1 Các thành phần của hệ thống l Thực hiện câu lệnh người dùng. Các câu lệnh được cung cấp cho hệ điều hành bởi các câu lệnh điều khiển nhằm l Tạo và quản lý tiến trình l Quản lý bộ nhớ chính, bộ nhớ lưu trữ l Truy nhập hệ thống file l Bảo vệ l Hệ thống mạng l . . . l Giao diện người dùng có thể là dòng lệnh (DOS, UNIX) hay thân thiện hơn nhờ dùng giao diện đồ họa (Windows, MacOS) Giao diện người dùng"
74040f5628748874779838fa7a292b09:89,74040f5628748874779838fa7a292b09,89,90,,,398,"Chương 1 Tổng quan về Hệ Điều Hành 6. Các khái niệm trong Hệ điều hành 6.1 Các thành phần của hệ thống Một số hình thái giao tiếp người máy l Dòng lệnh (Command line) l Đơn giản nhưng có tổ chức l Không đòi hỏi cấu hình phức tạp l Việc gắn thông số vào là hết sức đơn giản l Bảng chọn l Menu l Popup l Menu_popup: 2 phương thức on và onselect l Biểu tượng Cửa sổ, icon, desktop Giao diện người dùng"
74040f5628748874779838fa7a292b09:90,74040f5628748874779838fa7a292b09,90,91,,,151,Chương 1 Tổng quan về Hệ Điều Hành 6. Cấu trúc Hệ điều hành lCác thành phần của hệ thống lDịch vụ Hệ điều hành lLời gọi hệ thống lCác cấu trúc hệ thống
74040f5628748874779838fa7a292b09:91,74040f5628748874779838fa7a292b09,91,92,,,861,"Chương 1 Tổng quan về Hệ Điều Hành 6. Các khái niệm trong Hệ điều hành 6.2 Dịch vụ Hệ điều hành l Thi hành chương trình : nạp chương trình vào bộ nhớ và thi hành. Chấm dứt thi hành theo cách thông thường hay bất thường (lỗi) l Thao tác nhập xuất : Để tăng tính hiệu quả, chương trình không truy xuất trực tiếp các thiết bị vào/ra. HĐH phải cung cấp phương tiện để thực hiện vào ra. l Thao tác trên hệ thống tập tin Chương trình có khả năng đọc, viết tạo xóa file l Truyền thông: Trao đổi thông tin giữa các tiến trình đang thực thi trên cùng một máy hoặc trên các máy trong mạng. Truyền thông được thực hiện nhờ bộ nhớ phân chia hoặc bằng kỹ thuật chuyển thông điệp. l Phát hiện lỗi Đảm bảo thực hiện chính xác bởi chỉ ra lỗi tại CPU, bộ nhớ, trong thiết bị vào ra hay trong các chương trình. Mỗi dạng lỗi, HĐH sẽ có cách giải quyết tương ứng. Dịch vụ chính yếu"
74040f5628748874779838fa7a292b09:92,74040f5628748874779838fa7a292b09,92,93,,,530,"Chương 1 Tổng quan về Hệ Điều Hành 6. Các khái niệm trong Hệ điều hành 6.2 Dịch vụ Hệ điều hành Không nhằm trợ giúp người dùng mà dùng để vận hành hệ thống hiệu quả l Cung cấp tài nguyên Phân phối tài nguyên cho nhiều người dùng hoặc nhiều công việc thực diện trong cùng thời điểm l Thống kê báo cáo Lưu giữ thông tin về loại và số lượng tài nguyên sử dụng, nhằm sử dụng cho tính toán (giá thành sử dụng), nghiên cứu (cải tiến hệ thống) l Bảo vệ Đảm bảo mọi truy nhập tới các tài nguyên hệ thống đều được kiểm soát Dịch vụ phụ trợ"
74040f5628748874779838fa7a292b09:93,74040f5628748874779838fa7a292b09,93,94,,,151,Chương 1 Tổng quan về Hệ Điều Hành 6. Cấu trúc Hệ điều hành lCác thành phần của hệ thống lDịch vụ Hệ điều hành lLời gọi hệ thống lCác cấu trúc hệ thống
74040f5628748874779838fa7a292b09:94,74040f5628748874779838fa7a292b09,94,95,,,180,Chương 1 Tổng quan về Hệ Điều Hành 6. Các khái niệm trong Hệ điều hành 6.3 Lời gọi hệ thống Lời gọi hệ thống cung cấp một giao tiếp giữa tiến trình và hệ điều hành Lời gọi hệ thống
74040f5628748874779838fa7a292b09:95,74040f5628748874779838fa7a292b09,95,96,,,403,"Chương 1 Tổng quan về Hệ Điều Hành 6. Các khái niệm trong Hệ điều hành 6.3 Lời gọi hệ thống lQuản lý tiến trình: khởi tạo tiến trình, huỷ tiến trình.. lQuản lý bộ nhớ: cấp phát và giải phóng bộ nhớ... lQuản lý file: tạo mới, xoá, đọc và ghi file... lQuản lý thiết bị vào ra: thực hiện trao đổi vào/ra... lTrao đổi thông tin với hệ thống lấy/đặt ngày giờ... lTruyền thông liên tiến trình Lời gọi hệ thống"
74040f5628748874779838fa7a292b09:96,74040f5628748874779838fa7a292b09,96,97,,,151,Chương 1 Tổng quan về Hệ Điều Hành 6. Cấu trúc Hệ điều hành lCác thành phần của hệ thống lDịch vụ Hệ điều hành lLời gọi hệ thống lCác cấu trúc hệ thống
74040f5628748874779838fa7a292b09:97,74040f5628748874779838fa7a292b09,97,98,,,132,Chương 1 Tổng quan về Hệ Điều Hành 6. Các khái niệm trong Hệ điều hành 6.4 Các cấu trúc hệ thống Cấu trúc MS-DOS (Silberschatz 2002)
74040f5628748874779838fa7a292b09:98,74040f5628748874779838fa7a292b09,98,99,,,130,Chương 1 Tổng quan về Hệ Điều Hành 6. Các khái niệm trong Hệ điều hành 6.4 Các cấu trúc hệ thống Cấu trúc UNIX (Silberschatz 2002)
74040f5628748874779838fa7a292b09:99,74040f5628748874779838fa7a292b09,99,100,,,130,Chương 1 Tổng quan về Hệ Điều Hành 6. Các khái niệm trong Hệ điều hành 6.4 Các cấu trúc hệ thống Cấu trúc OS/2 (Silberschatz 2002)
74040f5628748874779838fa7a292b09:100,74040f5628748874779838fa7a292b09,100,101,,,123,Chương 1 Tổng quan về Hệ Điều Hành 6. Các khái niệm trong Hệ điều hành 6.4 Các cấu trúc hệ thống Máy ảo (Silberschatz 2002)
74040f5628748874779838fa7a292b09:101,74040f5628748874779838fa7a292b09,101,102,,,135,Chương 1 Tổng quan về Hệ Điều Hành 6. Các khái niệm trong Hệ điều hành 6.4 Các cấu trúc hệ thống Mô hình Client-Server (Tanenbaum 2001)
74040f5628748874779838fa7a292b09:102,74040f5628748874779838fa7a292b09,102,103,,,153,Chương 1 Tổng quan về Hệ Điều Hành 6. Các khái niệm trong Hệ điều hành 6.4 Các cấu trúc hệ thống Mô hình Client-Server trong hệ phân tán (Tanenbaum 2001)
74040f5628748874779838fa7a292b09:103,74040f5628748874779838fa7a292b09,103,104,,,258,① Khái niệm Hệ điều hành ② Lịch sử phát triển Hệ điều hành ③ Định nghĩa và phân loại Hệ điều hành ④ Tính chất cơ bản của Hệ điều hành ⑤ Các khái niệm trong hệ điều hành ⑥ Cấu trúc hệ điều hành ⑦ Vấn đề xây dựng Hệ điều hành Chương 1 Tổng quan về Hệ Điều Hành
74040f5628748874779838fa7a292b09:104,74040f5628748874779838fa7a292b09,104,105,,,296,Chương 1 Tổng quan về Hệ Điều Hành 7. Vấn đề xây dựng hệ điều hành Nguyên tắc xây dựng hệ điều hành lNguyên tắc modul lNguyên tắc tương đối trong định vị lNguyên tắc macroprocessor lNguyên tắc khởi tạo trong cài đặt lNguyên tắc lặp chức năng lNguyên tắc giá trị chuẩn lNguyên tắc bảo vệ nhiều mức
74040f5628748874779838fa7a292b09:105,74040f5628748874779838fa7a292b09,105,106,,,717,Tóm Lược ① Khái niệm Hệ điều hành l Cấu trúc phân lớp của hệ thống l Chức năng Hệ điều hành ② Lịch sử phát triển Hệ điều hành l Lịch sử phát triển của máy tính điện tử l Lịch sử phát triển Hệ điều hành ③ Định nghĩa và phân loại Hệ điều hành l Định nghĩa l Phân loại Hệ điều hành ④ Tính chất cơ bản của Hệ điều hành l Độ tin cậy cao l An toàn l Hiệu quả l Tổng quát theo thời gian l Thuận tiện Chương 1 Tổng quan về Hệ Điều Hành ⑤ Các khái niệm trong hệ điều hành l Tiến trình và luồng l Tài nguyên hệ thống l Bộ xử lý lệnh (Shell) l Lời gọi hệ thống (System calls) ⑥ Cấu trúc hệ điều hành l Những thành phần của hệ thống l Dịch vụ Hệ điều Hành l Lời gọi hệ thống l Các cấu trúc hệ thống ⑦ Vấn đề xây dựng Hệ điều hành
